Candidate_ID,Candidate_Gender,Candidate_Education_Level,Candidate_Work_Experience,Candidate_Skills,Job_Type,Job_Category,Required_Skills,Job_Description,Title,URL
1114,1,2,8,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Moneyball and Beyond,https://www.coursera.org/learn/moneyball-and-beyond?specialization=sports-analytics
1115,1,2,4,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",European Business Law: Competing in Europe,https://www.coursera.org/learn/eu-competition-law?specialization=european-business-law
1116,0,2,8,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Digital Forensics Essentials (DFE),https://www.coursera.org/learn/digital-forensics-essentials-dfe?specialization=cybersecurity-attack-and-defense
1117,1,1,3,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Convolutional Neural Networks,https://www.coursera.org/learn/convolutional-neural-networks?specialization=deep-learning
1118,1,1,1,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Management Fundamentals,https://www.coursera.org/learn/management-fundamentals-healthcare-administrators?specialization=healthcare-administration-management
1119,0,3,9,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Advanced Writing,https://www.coursera.org/learn/advanced-writing?specialization=academic-english
1120,0,3,9,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Fundamentals of International Business,https://www.coursera.org/learn/fundamentals-of-international-business?specialization=uol-business-and-marketing-strategies
1121,1,2,3,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Strategic Career Self-Management,https://www.coursera.org/learn/strategic-career-self-management?specialization=career-brand-management
1122,0,2,0,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",FPGA Capstone:  Building FPGA Projects,https://www.coursera.org/learn/capstone-fpga-design?specialization=fpga-design
1123,1,2,8,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Hypothesis Testing in Public Health ,https://www.coursera.org/learn/hypothesis-testing-public-health?specialization=biostatistics-public-health
1124,1,3,3,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Project: Writing a Research Paper,https://www.coursera.org/learn/academic-writing-capstone?specialization=academic-english
1125,1,1,8,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Magnetics for Power Electronic Converters,https://www.coursera.org/learn/magnetics-for-power-electronic-converters-v2?specialization=power-electronics
1126,0,1,4,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Google Sheets - Advanced Topics,https://www.coursera.org/learn/google-sheets---advanced-topics?specialization=getting-started-with-google-workspace
1127,0,2,1,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Scripting with Python and SQL for Data Engineering,https://www.coursera.org/learn/scripting-with-python-sql-for-data-engineering-duke?specialization=python-bash-sql-data-engineering-duke
1128,1,2,5,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Advanced Manufacturing Enterprise,https://www.coursera.org/learn/advanced-manufacturing-enterprise?specialization=digital-manufacturing-design-technology
1129,1,4,3,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Project Management: The Basics for Success,https://www.coursera.org/learn/project-management-basics?specialization=career-success
1130,1,3,0,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,https://www.coursera.org/learn/inform-speech?specialization=public-speaking
1131,1,1,6,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process,https://www.coursera.org/learn/nonprofit-gov-2?specialization=nonprofit
1132,1,1,4,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Copyright Law in the Music Business,https://www.coursera.org/learn/copyright-law-music-business?specialization=music-business
1133,1,2,8,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Advanced Grammar & Punctuation Project,https://www.coursera.org/learn/advanced-grammar-project?specialization=advanced-grammar-punctuation
1134,1,4,7,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Principles of Computing (Part 2),https://www.coursera.org/learn/principles-of-computing-2?specialization=computer-fundamentals
1135,0,3,4,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Marketing Mix Implementation Capstone ,https://www.coursera.org/learn/marketing-mix-capstone?specialization=marketing-mix
1136,0,1,8,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Wharton Entrepreneurship Capstone,https://www.coursera.org/learn/wharton-entrepreneurship-capstone?specialization=wharton-entrepreneurship
1137,0,3,5,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Modern Data Warehouse Analytics in Microsoft Azure,https://www.coursera.org/learn/data-warehouse-analytics-microsoft-azure?specialization=microsoft-azure-dp-900-data-fundamentals
1138,1,3,5,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Optimize ML Models and Deploy Human-in-the-Loop Pipelines,https://www.coursera.org/learn/ml-models-human-in-the-loop-pipelines?specialization=practical-data-science
1139,1,1,3,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Inteligencia artificial: proyecto final,https://www.coursera.org/learn/inteligencia-artificial?specialization=inteligencia-artificial
1140,1,3,0,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Artificial Creativity,https://www.coursera.org/learn/artificial-creativity?specialization=creativity-ai
1141,0,2,4,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Forex - Trading Around the World,https://www.coursera.org/learn/forex-trading?specialization=financial-instruments-trading-investing
1142,1,3,1,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Building Your Leadership Skills,https://www.coursera.org/learn/leadership-skills?specialization=inspirational-leadership
1143,1,4,1,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",AWS Cloud Technical Essentials,https://www.coursera.org/learn/aws-cloud-technical-essentials?specialization=aws-fundamentals
1144,0,4,3,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist","Modern Robotics, Course 4:  Robot Motion Planning and Control",https://www.coursera.org/learn/modernrobotics-course4?specialization=modernrobotics
1145,1,1,5,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",https://www.coursera.org/learn/algorithms-divide-conquer?specialization=algorithms
1146,1,1,3,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Aromatherapy: Clinical Use of Essential Oils,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils?specialization=integrative-health-and-medicine
1147,0,1,7,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Diseño de Proyectos de Desarrollo,https://www.coursera.org/learn/diseno-de-proyectos-de-desarrollo?specialization=especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo
1148,0,3,4,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist","Career planning: Your career, your life",https://www.coursera.org/learn/career-development-planning?specialization=adapting-career-development
1149,0,4,4,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Solución de problemas y toma de decisiones,https://www.coursera.org/learn/soluciondeproblemas?specialization=habilidades
1150,0,1,1,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Tools for Data Science,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=data-science-fundamentals-python-sql
1151,1,1,9,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",The Control Phase for the 6 σ Black Belt,https://www.coursera.org/learn/thecontrolphaseforthesixsigmablackbelt?specialization=six-sigma-black-belt
1152,0,3,2,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Linux System Administration with IBM Power Systems,https://www.coursera.org/learn/linux-system-administration-ibm-power-systems?specialization=linux-private-cloud-administration-power-systems
1153,1,4,1,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Google Cloud Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals?specialization=google-cloud-database-engineer
1154,1,1,2,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Design Patterns,https://www.coursera.org/learn/design-patterns?specialization=software-design-architecture
1155,1,2,7,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Human Resources Management Capstone: HR for People Managers,https://www.coursera.org/learn/human-resources-management-capstone?specialization=human-resource-management
1156,0,1,4,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Principles of Photo Composition and Digital Image Post-Production,https://www.coursera.org/learn/photo-composition?specialization=photography-basics
1157,1,1,9,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Google Sheets - Advanced Topics en español,https://www.coursera.org/learn/google-sheets---advanced-topics-es?specialization=getting-started-with-google-workspace-es
1158,0,1,2,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Sensor Manufacturing and Process Control,https://www.coursera.org/learn/sensor-manufacturing-process-control?specialization=embedding-sensors-motors
1159,1,1,4,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Machine Learning: Regression,https://www.coursera.org/learn/ml-regression?specialization=machine-learning
1160,0,4,3,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Inclusive Analytic Techniques,https://www.coursera.org/learn/gender-analytics-inclusive-analytics?specialization=gender-analytics
1161,1,1,0,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Autodesk Fusion 360 Integrated CAD/CAM/CAE,https://www.coursera.org/learn/fusion-360-integrated-cad-cam-cae?specialization=cad-design-digital-manufacturing
1162,0,1,5,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Introduction to Clinical Data Science,https://www.coursera.org/learn/introduction-clinical-data-science?specialization=clinical-data-science
1163,1,1,6,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer","Data Wrangling, Analysis and AB Testing with SQL",https://www.coursera.org/learn/data-wrangling-analysis-abtesting?specialization=learn-sql-basics-data-science
1164,1,4,2,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist","Execution, persistence, privilege escalation and evasion",https://www.coursera.org/learn/execution-persistence-privilege-escalation-and-evasion?specialization=pythonforcybersecurity
1165,1,3,7,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Understanding Financial Statements: Company Position,https://www.coursera.org/learn/financial-statements?specialization=accounting-fundamentals
1166,1,1,2,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Excel Power Tools for Data Analysis,https://www.coursera.org/learn/excel-power-tools?specialization=excel-data-analytics-visualization
1167,1,2,7,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,"Functions, Methods, and Interfaces in Go",https://www.coursera.org/learn/golang-functions-methods?specialization=google-golang
1168,1,1,5,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Introduction to Software Testing,https://www.coursera.org/learn/introduction-software-testing?specialization=software-testing-automation
1169,1,2,8,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative","Everyday Excel, Part 1",https://www.coursera.org/learn/everyday-excel-part-1?specialization=everyday-excel
1170,0,3,0,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Ordered Data Structures,https://www.coursera.org/learn/cs-fundamentals-2?specialization=cs-fundamentals
1171,0,1,2,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Training and Learning Programs for Volunteer Community Health Workers,https://www.coursera.org/learn/commhealthworkers?specialization=global-health
1172,0,3,7,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Designing the Organization,https://www.coursera.org/learn/designing-organization?specialization=business-value-project-management
1173,1,1,0,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Cloud Data Engineering,https://www.coursera.org/learn/cloud-data-engineering-duke?specialization=building-cloud-computing-solutions-at-scale
1174,1,4,1,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Developing a Google SRE Culture,https://www.coursera.org/learn/developing-a-google-sre-culture?specialization=organizational-change-and-culture-for-adopting-google-cloud
1175,1,2,9,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Project Management Project,https://www.coursera.org/learn/project-management-capstone?specialization=project-management
1176,0,4,2,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Entrepreneurship 4: Financing and Profitability,https://www.coursera.org/learn/wharton-entrepreneurship-financing-profitabilty?specialization=wharton-entrepreneurship
1177,0,4,1,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist","Custom Models, Layers, and Loss Functions with TensorFlow",https://www.coursera.org/learn/custom-models-layers-loss-functions-with-tensorflow?specialization=tensorflow-advanced-techniques
1178,1,1,9,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Factorial and Fractional Factorial Designs,https://www.coursera.org/learn/factorial-fractional-factorial-designs?specialization=design-experiments
1179,1,4,8,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Applied AI with DeepLearning,https://www.coursera.org/learn/ai?specialization=advanced-data-science-ibm
1180,0,2,0,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",A Technical Leader's Qualities and Effectiveness,https://www.coursera.org/learn/a-technical-leaders-qualities-and-effectiveness?specialization=principles-of-leadership-leading-technical-teams
1181,0,2,9,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Mathematical Biostatistics Boot Camp 2,https://www.coursera.org/learn/biostatistics-2?specialization=advanced-statistics-data-science
1182,1,4,5,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Managerial Economics and Business Analysis Capstone,https://www.coursera.org/learn/managerial-economics-capstone?specialization=managerial-economics-business-analysis
1183,0,2,4,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,International Marketing Entry and Execution,https://www.coursera.org/learn/international-marketing-entry-execution?specialization=international-marketing
1184,1,4,7,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Build Better Generative Adversarial Networks (GANs),https://www.coursera.org/learn/build-better-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans
1185,1,1,8,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Noun Clauses and Conditionals,https://www.coursera.org/learn/noun-clauses-conditionals?specialization=advanced-grammar-punctuation
1186,1,3,7,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Machine Learning: Classification,https://www.coursera.org/learn/ml-classification?specialization=machine-learning
1187,0,2,2,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Leading Teams: Building Effective Team Cultures,https://www.coursera.org/learn/leading-teams-building-effective-team-cultures?specialization=strategic-leadership
1188,1,1,3,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,"Intro to AR/VR/MR/XR: Technologies, Applications & Issues",https://www.coursera.org/learn/intro-augmented-virtual-mixed-extended-reality-technologies-applications-issues?specialization=extended-reality-for-everybody
1189,0,1,4,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Career Self-Management Advanced Certification,https://www.coursera.org/learn/career-fitness?specialization=career-brand-management
1190,1,4,7,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Brand New Brand,https://www.coursera.org/learn/brand-new-brand?specialization=graphic-design
1191,0,3,0,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Writing Stories About Ourselves,https://www.coursera.org/learn/writing-about-ourselves?specialization=memoir-personal-essay
1192,0,1,9,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Managing the Organization,https://www.coursera.org/learn/managing-organization?specialization=business-value-project-management
1193,1,3,5,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,https://www.coursera.org/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency?specialization=wharton-fintech
1194,1,3,0,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Critical Thinking Skills for the Professional,https://www.coursera.org/learn/critical-thinking-skills-for-professionals?specialization=professional-skills-for-the-workplace
1195,1,2,0,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Social Media and Digital Marketing Fundamentals,https://www.coursera.org/learn/social-media-digital-marketing-fundamentals?specialization=social-media-marketing-practice
1196,1,1,5,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Functional Programming Principles in Scala,https://www.coursera.org/learn/scala-functional-programming?specialization=scala
1197,1,4,4,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Introduction to Cloud Computing,https://www.coursera.org/learn/introduction-to-cloud?specialization=it-cloud-fundamentals
1198,1,1,0,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Planned Giving,https://www.coursera.org/learn/planned-giving?specialization=fundraising-development
1199,0,4,9,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),https://www.coursera.org/learn/patient-safety-measurement?specialization=patient-safety
1200,0,3,8,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Financial Accounting: Advanced Topics,https://www.coursera.org/learn/financial-accounting-advanced?specialization=business-data-management-communication
1201,0,3,5,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Immunology: Immune System and Infectious Diseases,https://www.coursera.org/learn/immunology-immune-system-and-infectious-diseases?specialization=immunology-the-immune-system-and-its-failures
1202,0,3,5,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Public Speaking and Presentations ,https://www.coursera.org/learn/publicspeakingandpresentations?specialization=communicationforeveryone
1203,1,4,8,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative","Medical Emergencies: CPR, Toxicology, and Wilderness",https://www.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness?specialization=become-an-emt
1204,1,3,2,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,Design Thinking for Innovation,https://www.coursera.org/learn/uva-darden-design-thinking-innovation?specialization=leading-modern-day-business
1205,1,1,7,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication", Supervised Machine Learning: Classification,https://www.coursera.org/learn/supervised-machine-learning-classification?specialization=ibm-intro-machine-learning
1206,1,1,8,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Effective Business Presentations with Powerpoint,https://www.coursera.org/learn/powerpoint-presentations?specialization=pwc-analytics
1207,0,3,8,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Python Project for Data Science,https://www.coursera.org/learn/python-project-for-data-science?specialization=data-science-fundamentals-python-sql
1208,1,1,2,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Introduction to Management Consulting,https://www.coursera.org/learn/introduction-to-management-consulting?specialization=managementconsulting
1209,0,4,8,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Firm Level Economics: Consumer and Producer Behavior,https://www.coursera.org/learn/firm-level-economics?specialization=managerial-economics-business-analysis
1210,1,1,5,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Designing the Organization,https://www.coursera.org/learn/designing-organization?specialization=strategic-leadership
1211,0,2,8,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Intermediate Object-Oriented Programming for Unity Games,https://www.coursera.org/learn/intermediate-object-oriented-programming-unity-games?specialization=programming-unity-game-development
1212,1,1,5,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Introduction to Python Programming,https://www.coursera.org/learn/python-programming-intro?specialization=programming-python-java
1213,0,4,4,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Healthcare Data Models,https://www.coursera.org/learn/healthcare-data-models?specialization=healthcare-information-literacy-data-analytics
1214,1,1,1,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Storytelling and influencing: Communicate with impact,https://www.coursera.org/learn/communicate-with-impact?specialization=influencing-storytelling-change-management
1215,1,1,3,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist","Image Segmentation, Filtering, and Region Analysis",https://www.coursera.org/learn/image-segmentation?specialization=image-processing
1216,0,4,8,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication","Defining Diversity, Equity and Inclusion in Organizations",https://www.coursera.org/learn/defining-diversity-equity-and-inclusion-in-organizations?specialization=organizational-leadership-in-diversity-equity-and-inclusion
1217,0,4,4,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Building a Data Science Team,https://www.coursera.org/learn/build-data-science-team?specialization=executive-data-science
1218,0,1,7,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,"Excel/VBA for Creative Problem Solving, Part 1",https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1?specialization=excel-vba-creative-problem-solving
1219,1,2,6,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,The Art of Negotiation,https://www.coursera.org/learn/art-of-negotiation?specialization=career-success
1220,1,3,5,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Positive Psychology Specialization Project: Design Your Life for Well-being,https://www.coursera.org/learn/positive-psychology-project?specialization=positivepsychology
1221,0,1,4,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Managing Project Risks and Changes,https://www.coursera.org/learn/project-risk-management?specialization=project-management-success
1222,0,1,4,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Renewable Energy Projects,https://www.coursera.org/learn/renewable-energy-projects?specialization=renewable-energy
1223,1,2,1,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Multiple Regression Analysis in Public Health ,https://www.coursera.org/learn/multiple-regression-analysis-public-health?specialization=biostatistics-public-health
1224,0,4,9,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Exploratory Data Analysis,https://www.coursera.org/learn/exploratory-data-analysis?specialization=data-science-foundations-r
1225,1,3,1,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Decision-Making: Blending Art & Science,https://www.coursera.org/learn/decision-making-art-and-science?specialization=strategic-leadership-impact-change-decision-making
1226,1,1,2,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Building Web Applications in Django,https://www.coursera.org/learn/django-build-web-apps?specialization=django
1227,0,4,0,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Operations Analytics,https://www.coursera.org/learn/wharton-operations-analytics?specialization=business-analytics
1228,1,3,2,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Java Programming: Build a Recommendation System,https://www.coursera.org/learn/java-programming-recommender?specialization=java-programming
1229,0,1,1,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Healthcare Organizations and the Health System,https://www.coursera.org/learn/healthcare-organizations-health-system?specialization=healthcare-organization-operations
1230,0,4,1,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Introduction to Supply Chain Finance & Blockchain Technology,https://www.coursera.org/learn/introduction-supply-chain-finance-blockchain-technology?specialization=supply-chain-finance-and-blockchain-technology
1231,0,1,3,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",RPA Basics and Introduction to UiPath,https://www.coursera.org/learn/rpa-basics-and-introduction-to-uipath?specialization=roboticprocessautomation
1232,1,2,6,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Symptom Management in Palliative Care,https://www.coursera.org/learn/symptom-management-in-palliative-care?specialization=palliative-care-always
1233,1,1,6,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",User Experience: Research & Prototyping,https://www.coursera.org/learn/user-research?specialization=interaction-design
1234,1,3,9,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",C for Everyone: Programming Fundamentals,https://www.coursera.org/learn/c-for-everyone?specialization=coding-for-everyone
1235,1,3,7,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Executive Data Science Capstone,https://www.coursera.org/learn/executive-data-science-capstone?specialization=executive-data-science
1236,0,3,7,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Data Science Methodology,https://www.coursera.org/learn/data-science-methodology?specialization=introduction-data-science
